DASYLab - V 13.00.00
Worksheet name: 1702_SF
Recording date     : 18-2-2025, 11:37:12
Block length       : 64
Delta              : 0.01 sec.
Number of channels : 3
Measurement time[hh:mm:ss];6 [V];7 [V];8 [V];
00:00:00,00;0,04;-0,03;-0,02;
00:00:00,01;0,05;-0,03;-0,02;
00:00:00,02;0,05;-0,03;-0,02;
00:00:00,03;0,05;-0,03;-0,02;
00:00:00,04;0,03;-0,03;-0,02;
00:00:00,05;0,02;-0,03;-0,02;
00:00:00,06;0,05;-0,03;-0,02;
00:00:00,07;0,00;-0,03;-0,02;
00:00:00,08;0,05;-0,03;-0,02;
00:00:00,09;0,01;-0,03;-0,02;
00:00:00,10;0,04;-0,03;-0,02;
00:00:00,11;0,04;-0,03;-0,02;
00:00:00,12;0,05;-0,03;-0,02;
00:00:00,13;0,00;-0,03;-0,02;
00:00:00,14;0,02;-0,03;-0,02;
00:00:00,15;0,00;-0,03;-0,02;
00:00:00,16;0,01;-0,03;-0,02;
00:00:00,17;0,01;-0,03;-0,02;
00:00:00,18;0,02;-0,03;-0,02;
00:00:00,19;0,01;-0,03;-0,02;
00:00:00,20;0,01;-0,03;-0,02;
00:00:00,21;0,01;-0,03;-0,02;
00:00:00,22;0,01;-0,03;-0,02;
00:00:00,23;0,03;-0,03;-0,02;
00:00:00,24;0,03;-0,03;-0,02;
00:00:00,25;0,01;-0,03;-0,02;
00:00:00,26;0,05;-0,03;-0,02;
00:00:00,27;0,02;-0,03;-0,02;
00:00:00,28;0,01;-0,03;-0,02;
00:00:00,29;0,02;-0,03;-0,02;
00:00:00,30;0,05;-0,03;-0,02;
00:00:00,31;0,05;-0,03;-0,02;
00:00:00,32;0,02;-0,03;-0,02;
00:00:00,33;0,03;-0,03;-0,02;
00:00:00,34;0,01;-0,03;-0,02;
00:00:00,35;0,01;-0,03;-0,02;
00:00:00,36;0,02;-0,03;-0,02;
00:00:00,37;0,04;-0,03;-0,02;
00:00:00,38;0,01;-0,03;-0,02;
00:00:00,39;0,05;-0,03;-0,02;
00:00:00,40;0,01;-0,03;-0,02;
00:00:00,41;0,03;-0,03;-0,02;
00:00:00,42;0,01;-0,02;-0,02;
00:00:00,43;0,05;-0,03;-0,02;
00:00:00,44;0,05;-0,03;-0,02;
00:00:00,45;0,03;-0,03;-0,02;
00:00:00,46;0,04;-0,03;-0,02;
00:00:00,47;0,01;-0,02;-0,02;
00:00:00,48;0,02;-0,02;-0,02;
00:00:00,49;0,04;-0,02;-0,02;
00:00:00,50;0,02;-0,03;-0,02;
00:00:00,51;0,01;-0,03;-0,02;
00:00:00,52;0,04;-0,02;-0,02;
00:00:00,53;0,02;-0,02;-0,02;
00:00:00,54;0,04;-0,02;-0,02;
00:00:00,55;0,03;-0,03;-0,02;
00:00:00,56;0,06;-0,03;-0,02;
00:00:00,57;0,06;-0,02;-0,02;
00:00:00,58;0,01;-0,02;-0,02;
00:00:00,59;0,05;-0,02;-0,02;
00:00:00,60;0,01;-0,02;-0,02;
00:00:00,61;0,01;-0,02;-0,02;
00:00:00,62;0,01;-0,03;-0,02;
00:00:00,63;0,02;-0,02;-0,02;
00:00:00,64;0,03;-0,02;-0,02;
