DASYLab - V 13.00.00
Worksheet name: 1702_SF
Recording date     : 21-2-2025, 13:30:42
Block length       : 64
Delta              : 0.01 sec.
Number of channels : 3
Measurement time[hh:mm:ss];6 [V];7 [V];8 [V];
00:00:01,67;-0,15;-0,30;-0,16;
00:00:01,68;-0,11;-0,32;-0,16;
00:00:01,69;-0,15;-0,33;-0,14;
00:00:01,70;-0,13;-0,35;-0,13;
00:00:01,71;-0,13;-0,36;-0,12;
00:00:01,72;-0,10;-0,37;-0,11;
00:00:01,73;-0,04;-0,38;-0,09;
00:00:01,74;-0,09;-0,40;-0,07;
00:00:01,75;-0,07;-0,41;-0,05;
00:00:01,76;-0,03;-0,42;-0,03;
00:00:01,77;-0,03;-0,42;-0,00;
00:00:01,78;0,01;-0,43;0,02;
00:00:01,79;-0,03;-0,44;0,05;
00:00:01,80;0,00;-0,44;0,07;
00:00:01,81;0,05;-0,45;0,10;
00:00:01,82;0,01;-0,45;0,13;
00:00:01,83;0,05;-0,45;0,16;
00:00:01,84;0,03;-0,45;0,18;
00:00:01,85;0,06;-0,44;0,21;
00:00:01,86;0,07;-0,44;0,23;
00:00:01,87;0,05;-0,43;0,25;
00:00:01,88;0,09;-0,42;0,27;
00:00:01,89;0,03;-0,40;0,29;
00:00:01,90;0,08;-0,39;0,31;
00:00:01,91;0,09;-0,37;0,32;
00:00:01,92;0,01;-0,35;0,33;
00:00:01,93;0,01;-0,33;0,34;
00:00:01,94;0,02;-0,30;0,35;
00:00:01,95;0,05;-0,27;0,35;
00:00:01,96;0,03;-0,24;0,35;
00:00:01,97;0,05;-0,21;0,35;
00:00:01,98;0,00;-0,18;0,35;
00:00:01,99;0,02;-0,14;0,35;
00:00:02,00;0,02;-0,10;0,34;
00:00:02,01;0,05;-0,06;0,34;
00:00:02,02;0,05;-0,02;0,33;
00:00:02,03;0,01;0,02;0,33;
00:00:02,04;-0,01;0,06;0,32;
00:00:02,05;0,00;0,10;0,31;
00:00:02,06;-0,00;0,14;0,30;
00:00:02,07;0,05;0,19;0,30;
00:00:02,08;0,02;0,22;0,29;
00:00:02,09;0,07;0,26;0,28;
00:00:02,10;0,04;0,30;0,28;
00:00:02,11;0,09;0,33;0,27;
00:00:02,12;0,09;0,36;0,27;
00:00:02,13;0,07;0,39;0,26;
00:00:02,14;0,09;0,41;0,26;
00:00:02,15;0,05;0,43;0,25;
00:00:02,16;0,14;0,44;0,25;
00:00:02,17;0,13;0,46;0,25;
00:00:02,18;0,13;0,46;0,24;
00:00:02,19;0,13;0,47;0,24;
00:00:02,20;0,16;0,48;0,24;
00:00:02,21;0,14;0,48;0,25;
00:00:02,22;0,22;0,47;0,25;
00:00:02,23;0,16;0,47;0,25;
00:00:02,24;0,17;0,47;0,25;
00:00:02,25;0,26;0,46;0,26;
00:00:02,26;0,27;0,45;0,27;
00:00:02,27;0,25;0,44;0,28;
00:00:02,28;0,24;0,42;0,29;
00:00:02,29;0,30;0,41;0,30;
00:00:02,30;0,31;0,40;0,31;
00:00:02,31;0,28;0,38;0,32;
00:00:02,32;0,32;0,36;0,34;
00:00:02,33;0,39;0,34;0,35;
00:00:02,34;0,38;0,32;0,36;
00:00:02,35;0,37;0,30;0,38;
00:00:02,36;0,40;0,28;0,39;
00:00:02,37;0,40;0,27;0,40;
00:00:02,38;0,43;0,24;0,41;
00:00:02,39;0,53;0,22;0,42;
00:00:02,40;0,51;0,21;0,43;
00:00:02,41;0,51;0,19;0,43;
00:00:02,42;0,55;0,17;0,44;
00:00:02,43;0,64;0,15;0,44;
00:00:02,44;0,62;0,14;0,44;
00:00:02,45;0,68;0,13;0,44;
00:00:02,46;0,70;0,11;0,43;
00:00:02,47;0,72;0,10;0,43;
00:00:02,48;0,74;0,10;0,42;
00:00:02,49;0,79;0,09;0,41;
00:00:02,50;0,74;0,08;0,39;
00:00:02,51;0,76;0,08;0,38;
00:00:02,52;0,81;0,08;0,36;
00:00:02,53;0,78;0,08;0,34;
00:00:02,54;0,73;0,08;0,31;
00:00:02,55;0,79;0,08;0,29;
00:00:02,56;0,81;0,08;0,27;
00:00:02,57;0,75;0,09;0,24;
00:00:02,58;0,78;0,09;0,21;
00:00:02,59;0,72;0,10;0,18;
00:00:02,60;0,69;0,11;0,15;
00:00:02,61;0,66;0,12;0,12;
00:00:02,62;0,62;0,13;0,09;
00:00:02,63;0,59;0,15;0,06;
00:00:02,64;0,57;0,16;0,03;
00:00:02,65;0,58;0,18;-0,00;
00:00:02,66;0,53;0,19;-0,04;
00:00:02,67;0,51;0,21;-0,07;
00:00:02,68;0,49;0,22;-0,10;
00:00:02,69;0,39;0,24;-0,12;
00:00:02,70;0,39;0,25;-0,15;
00:00:02,71;0,36;0,26;-0,18;
00:00:02,72;0,36;0,27;-0,20;
00:00:02,73;0,30;0,28;-0,22;
00:00:02,74;0,29;0,28;-0,24;
00:00:02,75;0,31;0,28;-0,26;
00:00:02,76;0,29;0,28;-0,27;
00:00:02,77;0,24;0,27;-0,28;
00:00:02,78;0,30;0,25;-0,30;
00:00:02,79;0,25;0,24;-0,30;
00:00:02,80;0,24;0,22;-0,31;
00:00:02,81;0,27;0,20;-0,32;
00:00:02,82;0,22;0,17;-0,32;
00:00:02,83;0,30;0,14;-0,33;
00:00:02,84;0,25;0,11;-0,33;
00:00:02,85;0,23;0,08;-0,33;
00:00:02,86;0,25;0,04;-0,33;
00:00:02,87;0,23;0,01;-0,33;
00:00:02,88;0,26;-0,03;-0,33;
00:00:02,89;0,24;-0,07;-0,33;
00:00:02,90;0,30;-0,10;-0,32;
00:00:02,91;0,27;-0,14;-0,32;
00:00:02,92;0,25;-0,18;-0,31;
00:00:02,93;0,28;-0,21;-0,30;
00:00:02,94;0,28;-0,25;-0,30;
00:00:02,95;0,22;-0,28;-0,29;
00:00:02,96;0,26;-0,31;-0,28;
00:00:02,97;0,27;-0,34;-0,26;
00:00:02,98;0,26;-0,37;-0,25;
00:00:02,99;0,22;-0,39;-0,23;
00:00:03,00;0,24;-0,41;-0,22;
00:00:03,01;0,20;-0,42;-0,20;
00:00:03,02;0,20;-0,44;-0,18;
00:00:03,03;0,14;-0,45;-0,16;
00:00:03,04;0,19;-0,45;-0,14;
00:00:03,05;0,12;-0,46;-0,12;
00:00:03,06;0,17;-0,46;-0,10;
00:00:03,07;0,13;-0,46;-0,07;
00:00:03,08;0,10;-0,45;-0,06;
00:00:03,09;0,11;-0,45;-0,03;
00:00:03,10;0,12;-0,44;-0,02;
00:00:03,11;0,08;-0,43;0,00;
00:00:03,12;0,07;-0,43;0,02;
00:00:03,13;-0,01;-0,42;0,04;
00:00:03,14;0,00;-0,41;0,05;
00:00:03,15;0,01;-0,40;0,06;
00:00:03,16;-0,05;-0,39;0,07;
00:00:03,17;-0,07;-0,38;0,08;
00:00:03,18;-0,06;-0,38;0,09;
00:00:03,19;-0,13;-0,37;0,09;
00:00:03,20;-0,11;-0,36;0,09;
00:00:03,21;-0,08;-0,36;0,10;
00:00:03,22;-0,14;-0,35;0,09;
00:00:03,23;-0,15;-0,35;0,09;
00:00:03,24;-0,11;-0,34;0,09;
00:00:03,25;-0,14;-0,34;0,09;
00:00:03,26;-0,14;-0,33;0,08;
00:00:03,27;-0,19;-0,32;0,08;
00:00:03,28;-0,11;-0,31;0,07;
00:00:03,29;-0,16;-0,30;0,07;
00:00:03,30;-0,10;-0,29;0,06;
00:00:03,31;-0,07;-0,27;0,06;
00:00:03,32;-0,10;-0,26;0,05;
00:00:03,33;-0,05;-0,24;0,05;
00:00:03,34;-0,08;-0,21;0,04;
00:00:03,35;-0,09;-0,19;0,04;
00:00:03,36;-0,03;-0,17;0,03;
00:00:03,37;-0,06;-0,14;0,03;
00:00:03,38;-0,02;-0,12;0,02;
00:00:03,39;-0,01;-0,09;0,02;
00:00:03,40;0,05;-0,06;0,02;
00:00:03,41;0,07;-0,04;0,02;
00:00:03,42;0,03;-0,01;0,03;
00:00:03,43;0,09;0,02;0,03;
00:00:03,44;0,06;0,04;0,04;
00:00:03,45;0,03;0,06;0,05;
00:00:03,46;0,08;0,07;0,06;
00:00:03,47;0,05;0,09;0,07;
00:00:03,48;0,12;0,10;0,08;
00:00:03,49;0,10;0,11;0,10;
00:00:03,50;0,11;0,11;0,12;
00:00:03,51;0,05;0,11;0,14;
00:00:03,52;0,08;0,11;0,16;
00:00:03,53;0,07;0,11;0,18;
00:00:03,54;0,08;0,11;0,20;
00:00:03,55;0,13;0,10;0,23;
00:00:03,56;0,08;0,09;0,25;
00:00:03,57;0,05;0,08;0,28;
00:00:03,58;0,07;0,07;0,30;
00:00:03,59;0,05;0,06;0,32;
00:00:03,60;0,07;0,06;0,34;
00:00:03,61;0,10;0,05;0,36;
00:00:03,62;0,08;0,05;0,39;
00:00:03,63;0,13;0,05;0,41;
00:00:03,64;0,11;0,05;0,43;
00:00:03,65;0,16;0,05;0,44;
00:00:03,66;0,15;0,06;0,46;
00:00:03,67;0,14;0,07;0,48;
00:00:03,68;0,17;0,08;0,49;
00:00:03,69;0,17;0,09;0,50;
00:00:03,70;0,19;0,11;0,51;
00:00:03,71;0,18;0,12;0,52;
00:00:03,72;0,21;0,14;0,52;
00:00:03,73;0,28;0,16;0,53;
00:00:03,74;0,24;0,18;0,53;
00:00:03,75;0,28;0,20;0,52;
00:00:03,76;0,29;0,22;0,52;
00:00:03,77;0,26;0,24;0,51;
00:00:03,78;0,33;0,26;0,50;
00:00:03,79;0,36;0,27;0,49;
00:00:03,80;0,34;0,29;0,48;
00:00:03,81;0,34;0,30;0,46;
00:00:03,82;0,37;0,32;0,44;
00:00:03,83;0,40;0,33;0,42;
00:00:03,84;0,39;0,34;0,40;
00:00:03,85;0,35;0,35;0,37;
00:00:03,86;0,40;0,35;0,35;
00:00:03,87;0,37;0,36;0,32;
00:00:03,88;0,45;0,36;0,30;
00:00:03,89;0,47;0,36;0,27;
00:00:03,90;0,44;0,36;0,25;
00:00:03,91;0,48;0,35;0,22;
00:00:03,92;0,53;0,34;0,20;
00:00:03,93;0,51;0,33;0,18;
00:00:03,94;0,56;0,32;0,15;
00:00:03,95;0,55;0,31;0,13;
00:00:03,96;0,55;0,30;0,11;
00:00:03,97;0,61;0,29;0,09;
00:00:03,98;0,60;0,27;0,08;
00:00:03,99;0,58;0,26;0,06;
00:00:04,00;0,61;0,25;0,04;
00:00:04,01;0,62;0,23;0,03;
00:00:04,02;0,68;0,22;0,02;
00:00:04,03;0,64;0,20;0,00;
00:00:04,04;0,68;0,19;-0,01;
00:00:04,05;0,67;0,17;-0,02;
00:00:04,06;0,69;0,16;-0,03;
00:00:04,07;0,71;0,15;-0,04;
00:00:04,08;0,70;0,13;-0,05;
00:00:04,09;0,68;0,12;-0,06;
00:00:04,10;0,70;0,11;-0,07;
00:00:04,11;0,67;0,09;-0,08;
00:00:04,12;0,69;0,08;-0,08;
00:00:04,13;0,63;0,06;-0,09;
00:00:04,14;0,68;0,05;-0,10;
00:00:04,15;0,63;0,04;-0,10;
00:00:04,16;0,61;0,03;-0,11;
00:00:04,17;0,59;0,02;-0,11;
00:00:04,18;0,56;0,01;-0,11;
00:00:04,19;0,48;-0,00;-0,12;
00:00:04,20;0,49;-0,01;-0,12;
00:00:04,21;0,47;-0,02;-0,13;
00:00:04,22;0,41;-0,02;-0,13;
00:00:04,23;0,42;-0,03;-0,14;
00:00:04,24;0,36;-0,03;-0,14;
00:00:04,25;0,34;-0,03;-0,15;
00:00:04,26;0,31;-0,03;-0,16;
00:00:04,27;0,28;-0,02;-0,16;
00:00:04,28;0,22;-0,02;-0,17;
00:00:04,29;0,19;-0,02;-0,18;
00:00:04,30;0,20;-0,01;-0,19;
00:00:04,31;0,11;-0,00;-0,20;
00:00:04,32;0,11;0,01;-0,21;
00:00:04,33;0,06;0,01;-0,21;
00:00:04,34;0,07;0,02;-0,22;
00:00:04,35;0,05;0,03;-0,23;
00:00:04,36;0,05;0,03;-0,23;
00:00:04,37;0,03;0,03;-0,23;
00:00:04,38;0,04;0,03;-0,23;
00:00:04,39;0,03;0,03;-0,23;
00:00:04,40;0,01;0,02;-0,23;
00:00:04,41;-0,01;0,01;-0,23;
00:00:04,42;-0,00;-0,00;-0,22;
00:00:04,43;-0,01;-0,02;-0,22;
00:00:04,44;-0,01;-0,05;-0,21;
00:00:04,45;-0,04;-0,08;-0,21;
00:00:04,46;0,03;-0,11;-0,20;
00:00:04,47;-0,03;-0,15;-0,20;
00:00:04,48;0,05;-0,19;-0,19;
00:00:04,49;0,07;-0,23;-0,19;
00:00:04,50;0,07;-0,27;-0,18;
00:00:04,51;0,12;-0,31;-0,18;
00:00:04,52;0,08;-0,35;-0,17;
00:00:04,53;0,14;-0,39;-0,16;
00:00:04,54;0,13;-0,43;-0,16;
00:00:04,55;0,13;-0,47;-0,15;
00:00:04,56;0,15;-0,51;-0,15;
00:00:04,57;0,15;-0,54;-0,14;
00:00:04,58;0,19;-0,56;-0,13;
00:00:04,59;0,24;-0,59;-0,13;
00:00:04,60;0,25;-0,60;-0,12;
00:00:04,61;0,23;-0,62;-0,12;
00:00:04,62;0,22;-0,63;-0,11;
00:00:04,63;0,26;-0,63;-0,10;
00:00:04,64;0,21;-0,63;-0,09;
00:00:04,65;0,20;-0,63;-0,08;
00:00:04,66;0,23;-0,62;-0,07;
00:00:04,67;0,23;-0,61;-0,06;
00:00:04,68;0,20;-0,59;-0,04;
00:00:04,69;0,16;-0,57;-0,03;
00:00:04,70;0,15;-0,54;-0,01;
00:00:04,71;0,10;-0,51;0,00;
00:00:04,72;0,14;-0,48;0,02;
00:00:04,73;0,07;-0,45;0,03;
00:00:04,74;0,08;-0,41;0,05;
00:00:04,75;0,02;-0,37;0,06;
00:00:04,76;0,01;-0,33;0,08;
00:00:04,77;-0,03;-0,29;0,09;
00:00:04,78;-0,07;-0,26;0,11;
00:00:04,79;-0,07;-0,22;0,12;
00:00:04,80;-0,06;-0,18;0,13;
00:00:04,81;-0,12;-0,14;0,14;
00:00:04,82;-0,14;-0,11;0,15;
00:00:04,83;-0,16;-0,07;0,15;
00:00:04,84;-0,17;-0,04;0,16;
00:00:04,85;-0,14;-0,01;0,17;
00:00:04,86;-0,19;0,02;0,17;
00:00:04,87;-0,18;0,05;0,17;
00:00:04,88;-0,17;0,07;0,18;
00:00:04,89;-0,20;0,10;0,17;
00:00:04,90;-0,24;0,12;0,18;
00:00:04,91;-0,25;0,14;0,17;
00:00:04,92;-0,21;0,16;0,17;
00:00:04,93;-0,24;0,17;0,17;
00:00:04,94;-0,21;0,19;0,17;
00:00:04,95;-0,22;0,20;0,16;
00:00:04,96;-0,16;0,21;0,16;
00:00:04,97;-0,20;0,21;0,16;
00:00:04,98;-0,16;0,22;0,16;
00:00:04,99;-0,17;0,22;0,16;
00:00:05,00;-0,13;0,22;0,16;
00:00:05,01;-0,15;0,21;0,15;
00:00:05,02;-0,07;0,21;0,16;
00:00:05,03;-0,09;0,20;0,16;
00:00:05,04;-0,05;0,19;0,16;
00:00:05,05;-0,06;0,17;0,16;
00:00:05,06;0,00;0,16;0,17;
00:00:05,07;0,03;0,15;0,18;
00:00:05,08;0,08;0,13;0,19;
00:00:05,09;0,12;0,11;0,20;
00:00:05,10;0,11;0,10;0,21;
00:00:05,11;0,20;0,09;0,22;
00:00:05,12;0,18;0,07;0,24;
00:00:05,13;0,25;0,06;0,25;
00:00:05,14;0,28;0,04;0,27;
00:00:05,15;0,30;0,03;0,29;
00:00:05,16;0,34;0,02;0,31;
00:00:05,17;0,41;0,01;0,32;
00:00:05,18;0,39;0,01;0,34;
00:00:05,19;0,44;-0,00;0,36;
00:00:05,20;0,47;-0,00;0,38;
00:00:05,21;0,47;-0,00;0,39;
00:00:05,22;0,57;-0,01;0,41;
00:00:05,23;0,55;-0,00;0,43;
00:00:05,24;0,64;0,00;0,44;
00:00:05,25;0,63;0,01;0,45;
00:00:05,26;0,65;0,02;0,46;
00:00:05,27;0,69;0,03;0,47;
00:00:05,28;0,73;0,04;0,48;
00:00:05,29;0,71;0,05;0,48;
00:00:05,30;0,74;0,07;0,48;
00:00:05,31;0,74;0,08;0,48;
00:00:05,32;0,75;0,10;0,48;
00:00:05,33;0,71;0,12;0,48;
00:00:05,34;0,70;0,14;0,47;
00:00:05,35;0,72;0,16;0,46;
00:00:05,36;0,66;0,18;0,44;
00:00:05,37;0,68;0,20;0,43;
00:00:05,38;0,63;0,23;0,41;
00:00:05,39;0,60;0,25;0,39;
00:00:05,40;0,56;0,27;0,36;
00:00:05,41;0,47;0,29;0,34;
00:00:05,42;0,46;0,31;0,31;
00:00:05,43;0,45;0,33;0,28;
00:00:05,44;0,42;0,35;0,25;
00:00:05,45;0,31;0,36;0,22;
00:00:05,46;0,35;0,38;0,18;
00:00:05,47;0,27;0,39;0,15;
00:00:05,48;0,26;0,40;0,11;
00:00:05,49;0,22;0,41;0,08;
00:00:05,50;0,19;0,41;0,04;
00:00:05,51;0,19;0,42;0,01;
00:00:05,52;0,17;0,42;-0,03;
00:00:05,53;0,11;0,42;-0,06;
00:00:05,54;0,17;0,41;-0,09;
00:00:05,55;0,16;0,40;-0,12;
00:00:05,56;0,14;0,39;-0,15;
00:00:05,57;0,15;0,38;-0,18;
00:00:05,58;0,19;0,36;-0,20;
00:00:05,59;0,12;0,34;-0,23;
00:00:05,60;0,17;0,31;-0,25;
00:00:05,61;0,19;0,29;-0,26;
00:00:05,62;0,26;0,26;-0,28;
00:00:05,63;0,24;0,24;-0,29;
00:00:05,64;0,29;0,21;-0,29;
00:00:05,65;0,30;0,17;-0,30;
00:00:05,66;0,37;0,14;-0,30;
00:00:05,67;0,32;0,11;-0,30;
00:00:05,68;0,37;0,07;-0,29;
00:00:05,69;0,38;0,04;-0,29;
00:00:05,70;0,43;0,01;-0,27;
00:00:05,71;0,52;-0,02;-0,26;
00:00:05,72;0,54;-0,06;-0,25;
00:00:05,73;0,52;-0,09;-0,24;
00:00:05,74;0,54;-0,12;-0,22;
00:00:05,75;0,57;-0,15;-0,21;
00:00:05,76;0,57;-0,18;-0,19;
00:00:05,77;0,57;-0,21;-0,18;
00:00:05,78;0,54;-0,23;-0,16;
00:00:05,79;0,51;-0,26;-0,15;
00:00:05,80;0,54;-0,28;-0,14;
00:00:05,81;0,49;-0,30;-0,13;
00:00:05,82;0,56;-0,32;-0,12;
00:00:05,83;0,52;-0,34;-0,11;
00:00:05,84;0,53;-0,35;-0,11;
00:00:05,85;0,46;-0,37;-0,10;
00:00:05,86;0,44;-0,38;-0,10;
00:00:05,87;0,40;-0,39;-0,10;
00:00:05,88;0,41;-0,40;-0,10;
00:00:05,89;0,34;-0,41;-0,10;
00:00:05,90;0,35;-0,42;-0,11;
00:00:05,91;0,27;-0,42;-0,11;
00:00:05,92;0,27;-0,43;-0,12;
00:00:05,93;0,23;-0,42;-0,12;
00:00:05,94;0,23;-0,42;-0,13;
00:00:05,95;0,17;-0,42;-0,14;
00:00:05,96;0,14;-0,41;-0,14;
00:00:05,97;0,12;-0,40;-0,15;
00:00:05,98;0,07;-0,40;-0,16;
00:00:05,99;0,03;-0,38;-0,17;
00:00:06,00;0,04;-0,37;-0,17;
00:00:06,01;0,01;-0,36;-0,18;
00:00:06,02;-0,02;-0,34;-0,18;
00:00:06,03;-0,01;-0,33;-0,19;
00:00:06,04;-0,01;-0,31;-0,19;
00:00:06,05;-0,07;-0,30;-0,19;
00:00:06,06;-0,05;-0,29;-0,20;
00:00:06,07;-0,14;-0,27;-0,20;
00:00:06,08;-0,08;-0,26;-0,20;
00:00:06,09;-0,10;-0,26;-0,20;
00:00:06,10;-0,12;-0,25;-0,21;
00:00:06,11;-0,08;-0,24;-0,21;
00:00:06,12;-0,13;-0,24;-0,21;
00:00:06,13;-0,10;-0,24;-0,21;
00:00:06,14;-0,10;-0,24;-0,21;
00:00:06,15;-0,13;-0,24;-0,21;
00:00:06,16;-0,09;-0,25;-0,21;
00:00:06,17;-0,11;-0,24;-0,20;
00:00:06,18;-0,09;-0,25;-0,20;
00:00:06,19;-0,12;-0,25;-0,19;
00:00:06,20;-0,15;-0,25;-0,19;
00:00:06,21;-0,17;-0,25;-0,18;
00:00:06,22;-0,15;-0,26;-0,17;
